2023-08-24_19:22:04.60, 34.885486605, -120.48319352166666, 0.0, 72.0, 67.0, 65.0, 71.0, 72.0, 69.0, 74.0
2023-08-24_19:22:05.60, 34.885486666666665, -120.48319356, 0.0, 72.0, 65.0, 65.0, 72.0, 71.0, 71.0, 74.0
2023-08-24_19:22:06.60, 34.88548663833333, -120.48319354166667, 0.0, 72.0, 66.0, 65.0, 71.0, 72.0, 71.0, 75.0
2023-08-24_19:22:07.60, 34.88548659166667, -120.48319373166666, 0.0, 72.0, 68.0, 65.0, 71.0, 72.0, 71.0, 73.0
2023-08-24_19:22:08.60, 34.88548657166667, -120.48319369166667, 0.0, 72.0, 66.0, 65.0, 71.0, 71.0, 72.0, 75.0
2023-08-24_19:22:09.60, 34.88548650166667, -120.48319368833333, 0.0, 72.0, 68.0, 64.0, 71.0, 71.0, 71.0, 74.0
2023-08-24_19:22:10.60, 34.88548651833333, -120.48319368166666, 0.0, 73.0, 69.0, 65.0, 72.0, 72.0, 72.0, 73.0
2023-08-24_19:22:11.60, 34.88548655, -120.48319370833333, 0.0, 73.0, 67.0, 65.0, 72.0, 72.0, 71.0, 73.0
2023-08-24_19:22:12.60, 34.885486578333335, -120.483193755, 0.0, 72.0, 66.0, 65.0, 72.0, 72.0, 69.0, 74.0
2023-08-24_19:22:13.60, 34.88548658333333, -120.48319379666667, 0.0, 72.0, 67.0, 65.0, 71.0, 72.0, 71.0, 74.0
2023-08-24_19:22:14.60, 34.88548659166667, -120.48319382666666, 0.0, 72.0, 66.0, 65.0, 72.0, 71.0, 71.0, 73.0
2023-08-24_19:22:15.60, 34.88548659, -120.483193795, 0.0, 72.0, 67.0, 66.0, 71.0, 71.0, 71.0, 74.0
2023-08-24_19:22:16.60, 34.88548656333333, -120.48319375166666, 0.0, 73.0, 66.0, 65.0, 71.0, 71.0, 69.0, 74.0
2023-08-24_19:22:17.60, 34.88548661833333, -120.483193825, 0.0, 72.0, 67.0, 66.0, 71.0, 71.0, 69.0, 74.0
