2023-08-24_02:51:56.80, 34.91126079166666, -120.44619582166666, 123.73, 4.0, 1200.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
2023-08-24_02:51:57.80, 34.911260606666666, -120.44619579166667, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
2023-08-24_02:51:58.80, 34.91126065, -120.44619576666666, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
2023-08-24_02:51:59.80, 34.91126061833333, -120.44619567166667, 123.73, 4.0, 1201.0, 1200.0, 1207.0, 4.0, 1205.0, 3.0
2023-08-24_02:52:00.80, 34.91126054666667, -120.44619559666667, 123.73, 4.0, 1201.0, 1200.0, 1207.0, 4.0, 1205.0, 3.0
2023-08-24_02:52:01.80, 34.911260571666666, -120.44619560333334, 123.73, 4.0, 1201.0, 1200.0, 1207.0, 4.0, 1205.0, 3.0
2023-08-24_02:52:02.80, 34.911260641666665, -120.44619566666667, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1205.0, 3.0
2023-08-24_02:52:03.80, 34.911260645, -120.44619573333334, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
2023-08-24_02:52:04.80, 34.91126062666667, -120.44619583666666, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
2023-08-24_02:52:05.80, 34.911260623333334, -120.44619596833333, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
