2023-08-24_02:45:08.80, -0.9439759346025698, -1.413827936805326, 4.0, 0.9439759346025698, 1.413827936805326, 0.0, -1.8879518692051396, -2.827655873610652, 1201.0, 0.0, 0.0, 1207.0, 1.8879518692051396, 2.827655873610652, 4.0, -2.8319278038077096, -4.2414838104159776, 1205.0, 2.8319278038077096, 4.2414838104159776, 3.0
2023-08-24_02:45:09.80, -0.9579234667655714, -1.3808824151638033, 4.0, 0.9300284024395682, 1.4467734584468486, 1201.0, -1.9018994013681412, -2.794710351969129, 1200.0, -0.013947532163001597, 0.032945521641522646, 1206.0, 1.874004337042138, 2.8606013952521745, 4.0, -2.845875335970711, -4.208538288774455, 1205.0, 2.817980271644708, 4.2744293320575, 3.0
2023-08-24_02:45:10.80, -0.9777743235065304, -1.3554879251751186, 4.0, 0.9101775456986092, 1.4721679484355332, 1201.0, -1.9217502581091002, -2.7693158619804445, 1200.0, -0.033798388903960586, 0.0583400116302073, 1206.0, 1.854153480301179, 2.885995885240859, 4.0, -2.86572619271167, -4.18314379878577, 1204.0, 2.798129414903749, 4.299823822046185, 4.0
2023-08-24_02:45:11.80, -0.9805415275807194, -1.342607958416927, 4.0, 0.9074103416244201, 1.4850479151937248, 1201.0, -1.9245174621832892, -2.756435895222253, 1200.0, -0.03656559297814965, 0.07121997838839889, 1206.0, 1.85138627622699, 2.8988758519990507, 4.0, -2.8684933967858592, -4.170263832027579, 1205.0, 2.79536221082956, 4.312703788804376, 3.0
2023-08-24_02:45:12.80, -0.991327578977, -1.3260475007700803, 4.0, 0.8966242902281396, 1.5016083728405716, 1201.0, -1.9353035135795698, -2.739875437575406, 1200.0, -0.04735164437443018, 0.08778043603524566, 1206.0, 1.8406002248307094, 2.9154363096458975, 4.0, -2.8792794481821398, -4.153703374380732, 1204.0, 2.7845761594332794, 4.329264246451223, 3.0
2023-08-24_02:45:13.80, -1.0111162034629546, -1.3210023685242118, 4.0, 0.876835665742185, 1.50665350508644, 1201.0, -1.9550921380655244, -2.7348303053295377, 1200.0, -0.06714026886038482, 0.0928255682811141, 1206.0, 1.8208116003447548, 2.920481441891766, 4.0, -2.8990680726680944, -4.1486582421348634, 1204.0, 2.7647875349473248, 4.334309378697092, 3.0
2023-08-24_02:45:14.80, -1.023806676112365, -1.3074506616103532, 4.0, 0.8641451930927746, 1.5202052120002987, 1201.0, -1.9677826107149348, -2.721278598415679, 1200.0, -0.07983074150979519, 0.10637727519497275, 1206.0, 1.8081211276953444, 2.9340331488056246, 4.0, -2.9117585453175048, -4.135106535221005, 1204.0, 2.7520970622979144, 4.34786108561095, 3.0
2023-08-24_02:45:15.80, -1.0275537704185285, -1.2920055889408173, 4.0, 0.8603980987866111, 1.5356502846698346, 1201.0, -1.9715297050210983, -2.705833525746143, 1200.0, -0.08357783581595868, 0.12182234786450863, 255.0, 1.804374033389181, 2.9494782214751605, 4.0, -2.9155056396236683, -4.119661462551469, 1204.0, 2.748349967991751, 4.363306158280486, 3.0
2023-08-24_02:45:16.80, -1.024881832145404, -1.2832419780897977, 4.0, 0.8630700370597355, 1.5444138955208542, 1200.0, -1.9688577667479739, -2.6970699148951236, 1200.0, -0.08090589754283428, 0.13058595871552825, 1206.0, 1.8070459716623053, 2.95824183232618, 4.0, -2.912833701350544, -4.110897851700449, 1204.0, 2.7510219062648753, 4.372069769131506, 3.0
2023-08-24_02:45:17.80, -1.0095653389182575, -1.2802608894999208, 4.0, 0.8783865302868821, 1.547394984110731, 1200.0, -1.9535412735208273, -2.6940888263052467, 1200.0, -0.06558940431568772, 0.13356704730540514, 1206.0, 1.8223624648894519, 2.961222920916057, 4.0, -2.8975172081233973, -4.107916763110572, 1204.0, 2.766338399492022, 4.375050857721383, 3.0
2023-08-24_02:45:18.80, -1.004717413529072, -1.2671865389566006, 4.0, 0.8832344556760676, 1.5604693346540512, 1201.0, -1.9486933481316417, -2.6810144757619265, 1200.0, -0.06074147892650217, 0.14664139784872532, 1207.0, 1.8272103902786374, 2.974297271459377, 4.0, -2.8926692827342118, -4.094842412567252, 1204.0, 2.7711863248812074, 4.388125208264703, 3.0
