2023-08-24_02:55:56.80, 34.911246313333336, -120.44619599833334, 123.73, 4.0, 1201.0, 1200.0, 1207.0, 4.0, 1205.0, 3.0
2023-08-24_02:55:57.80, 34.911246266666666, -120.44619595333333, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1205.0, 3.0
2023-08-24_02:55:58.80, 34.91124619833333, -120.446195885, 123.73, 4.0, 1200.0, 1200.0, 1206.0, 3.0, 1205.0, 3.0
2023-08-24_02:55:59.80, 34.91124619166666, -120.44619582833333, 123.73, 4.0, 1200.0, 1200.0, 1206.0, 3.0, 1205.0, 3.0
2023-08-24_02:56:00.80, 34.911246113333334, -120.44619568333333, 123.73, 4.0, 1200.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
2023-08-24_02:56:01.80, 34.91124602166666, -120.446195555, 123.73, 4.0, 1201.0, 1201.0, 1207.0, 4.0, 1205.0, 3.0
2023-08-24_02:56:02.80, 34.91124601166667, -120.44619546333334, 123.73, 4.0, 1201.0, 1200.0, 1207.0, 4.0, 1205.0, 3.0
2023-08-24_02:56:03.80, 34.91124604666667, -120.44619529166667, 123.73, 4.0, 1201.0, 1200.0, 1207.0, 4.0, 1205.0, 3.0
2023-08-24_02:56:04.80, 34.91124586, -120.44619505333333, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
2023-08-24_02:56:05.80, 34.91124586833333, -120.44619491333333, 123.73, 4.0, 1201.0, 1200.0, 1206.0, 4.0, 1204.0, 3.0
