2023-05-18_18:37:35.60, 0.0, 0.0, 88.0
2023-05-18_18:37:36.60, -0.15264260943513364, 0.27213653875514865, 84.0
2023-05-18_18:37:37.60, -0.2610334102064371, 0.6256963554769754, 83.0
2023-05-18_18:37:38.60, -0.33718813373707235, 1.2448263065889478, 82.0
2023-05-18_18:37:39.60, -0.571992204291746, 2.2221534778364003, 84.0
2023-05-18_18:37:40.60, -0.8267795038409531, 3.009151761420071, 81.0
2023-05-18_18:37:41.60, -0.9599438281729817, 3.622756331693381, 81.0
2023-05-18_18:37:42.60, -0.9960189929697663, 4.397206497844309, 81.0
2023-05-18_18:37:43.60, -1.0951019211206585, 5.138411896768957, 79.0
2023-05-18_18:37:44.60, -1.143638778012246, 5.774157547857612, 81.0
2023-05-18_18:37:45.60, -1.1896993794944137, 6.503950773272663, 80.0
2023-05-18_18:37:46.60, -1.2161546414718032, 7.34931977558881, 81.0
2023-05-18_18:37:47.60, -1.311346689471975, 7.991829905193299, 84.0
2023-05-18_18:37:48.60, -1.1749436805257574, 8.6186055932194, 85.0
2023-05-18_18:37:49.60, -1.0757193125318736, 9.36450286116451, 80.0
2023-05-18_18:37:50.60, -0.8787253479240462, 10.095319932326674, 82.0
2023-05-18_18:37:51.60, -0.6004108376801014, 10.721092785708606, 81.0
2023-05-18_18:37:52.60, -0.16869297018274665, 11.247916580177844, 114.0
2023-05-18_18:37:53.60, 0.2189939448144287, 11.833929284010082, 118.0
2023-05-18_18:37:54.60, 0.7310077219735831, 12.337641565594822, 111.0
2023-05-18_18:37:55.60, 1.2396459729643539, 12.770594434812665, 109.0
2023-05-18_18:37:56.60, 1.775856442982331, 13.251798346173018, 110.0
2023-05-18_18:37:57.60, 2.3432941869832575, 13.560446343850344, 108.0
2023-05-18_18:37:58.60, 2.939498021849431, 14.001924799755216, 109.0
2023-05-18_18:37:59.60, 3.5712170557817444, 14.40138786425814, 109.0
2023-05-18_18:38:00.60, 4.319981640786864, 14.699308833573014, 109.0
2023-05-18_18:38:01.60, 5.067948677460663, 14.962797911372036, 112.0
2023-05-18_18:38:02.60, 5.788685403647833, 15.15269857365638, 113.0
2023-05-18_18:38:03.60, 6.595728302607313, 15.292999966535717, 115.0
2023-05-18_18:38:04.60, 7.413811298436485, 15.359024778939784, 115.0
2023-05-18_18:38:05.60, 8.069094365695491, 15.318954206537455, 112.0
2023-05-18_18:38:06.60, 8.838024620548822, 15.286594927776605, 116.0
2023-05-18_18:38:07.60, 9.590799993136898, 15.313951134681702, 117.0
2023-05-18_18:38:08.60, 10.251398235326633, 15.268651145510375, 113.0
2023-05-18_18:38:09.60, 10.897835180046968, 15.10347414528951, 112.0
2023-05-18_18:38:10.60, 11.725222462555394, 14.924415431916714, 83.0
2023-05-18_18:38:11.60, 12.1939106247155, 14.52233032649383, 75.0
2023-05-18_18:38:12.60, 12.360281275701709, 13.83779019350186, 83.0
2023-05-18_18:38:13.60, 12.099290051031858, 13.136420540511608, 80.0
2023-05-18_18:38:14.60, 11.491639783605933, 12.516485973261297, 83.0
2023-05-18_18:38:15.60, 10.956926490762271, 11.869181941729039, 80.0
2023-05-18_18:38:16.60, 10.272300178534351, 11.506479580886662, 81.0
2023-05-18_18:38:17.60, 9.463613910367712, 11.317108654417098, 83.0
2023-05-18_18:38:18.60, 8.664537601638585, 11.175160307437181, 84.0
2023-05-18_18:38:19.60, 7.78750367439352, 10.887100345920771, 82.0
2023-05-18_18:38:20.60, 6.842932639177889, 10.683530505280942, 79.0
2023-05-18_18:38:21.60, 6.029484166647308, 10.45981174102053, 84.0
2023-05-18_18:38:22.60, 5.22401634324342, 10.210025547072291, 83.0
2023-05-18_18:38:23.60, 4.374636494321749, 9.931182225700468, 80.0
