2023-05-23_17:20:47.20, 0.0, 0.0, 388.0, 0.43692854563164785, 0.24309143549745438, -0.43692854563164785, -0.24309143549745438, 0.8738570912632957, 0.48618287099490876, -0.8738570912632957, -0.48618287099490876, 1.3107856368949435, 0.7292743064923631, -1.3107856368949435, -0.7292743064923631
2023-05-23_17:20:48.20, 0.21420401171781123, 0.8387463320977986, 94.0, 0.6511325573494591, 1.0818377675952529, -0.22272453391383662, 0.5956548966003442, 1.088061102981107, 1.3249292030927073, -0.6596530795454845, 0.35256346110288983, 1.5249896486127548, 1.5680206385901618, -1.0965816251771323, 0.10947202560543545
2023-05-23_17:20:49.20, 0.8523603685898706, 1.5293918885290623, 97.0, 1.3175691525808828, 1.712642501891211, 0.38715158459885834, 1.3461412751669135, 1.7827779365718952, 1.8958931152533596, -0.07805719939215394, 1.162890661804765, 2.2479867205629076, 2.079143728615508, -0.5432659833831663, 0.9796400484426163
2023-05-23_17:20:50.20, 0.9266810463741422, 2.176228906493634, 92.0, 1.4186547422430638, 2.265458288274939, 0.4347073505052205, 2.086999524712329, 1.9106284381119853, 2.354687670056243, -0.05726634536370112, 1.9977701429310248, 2.402602133980907, 2.443917051837548, -0.5492400412326228, 1.9085407611497203
2023-05-23_17:20:51.20, 0.5137261598138139, 3.0637197201140225, 85.0, 0.996485201207777, 3.1938877190706854, 0.030967118419850725, 2.9335517211573596, 1.47924424260174, 3.3240557180273482, -0.4517919229741124, 2.8033837222006968, 1.9620032839957033, 3.454223716984011, -0.9345509643680756, 2.673215723244034
2023-05-23_17:20:52.20, 0.15031879569869488, 4.332667921669781, 75.0, 0.6252229872642461, 4.489084061608952, -0.32458539586685636, 4.176251781730611, 1.1001271788297973, 4.645500201548122, -0.7994895874324076, 4.01983564179144, 1.5750313703953487, 4.801916341487293, -1.274393778997959, 3.8634195018522695
2023-05-23_17:20:53.20, 0.036860041436739266, 5.260920067783445, 79.0, 0.5287556826607785, 5.171261391991354, -0.4550355997873, 5.350578743575536, 1.0206513238848178, 5.081602716199264, -0.9469312410113393, 5.440237419367627, 1.5125469651088572, 4.991944040407173, -1.4388268822353787, 5.529896095159717
2023-05-23_17:20:54.20, -0.17436681885737926, 6.431072985753417, 77.0, 0.324979546083436, 6.456630916428535, -0.6737131837981944, 6.405515055078299, 0.8243259110242512, 6.482188847103655, -1.1730595487390096, 6.379957124403179, 1.3236722759650665, 6.507746777778773, -1.672405913679825, 6.354399193728061
2023-05-23_17:20:55.20, -0.2985409057000652, 7.570146423298866, 80.0, 0.20049966603302155, 7.539186646744215, -0.797581477433152, 7.6011061998535165, 0.6995402377661083, 7.508226870189564, -1.2966220491662388, 7.6320659764081675, 1.198580809499195, 7.4772670936349135, -1.7956626208993254, 7.663025752962818
2023-05-23_17:20:56.20, -0.2488669352605939, 8.645204232539982, 75.0, 0.24990899487175738, 8.610238942313703, -0.7476428653929452, 8.68016952276626, 0.7486849250041087, 8.575273652087427, -1.2464187955252966, 8.715134812992536, 1.2474608551364599, 8.540308361861149, -1.7451947256576477, 8.750100103218815
2023-05-23_17:20:57.20, -0.4179251298774034, 9.661951357498765, 79.0, 0.07890019227004919, 9.605696586384841, -0.9147504520248559, 9.718206128612689, 0.5757255144175017, 9.549441815270917, -1.4115757741723085, 9.774460899726613, 1.0725508365649543, 9.493187044156993, -1.908401096319761, 9.830715670840537
2023-05-23_17:20:58.20, -0.44658223865553737, 10.64731566235423, 78.0, 0.039684090860815924, 10.530932429976481, -0.9328485681718907, 10.76369889473198, 0.5259504203771692, 10.414549197598731, -1.419114897688244, 10.88008212710973, 1.0122167498935224, 10.298165965220981, -1.9053812272045971, 10.99646535948748
2023-05-23_17:20:59.20, -0.2739168436964974, 11.56104025291279, 83.0, 0.21661151717640903, 11.46417990406281, -0.7644452045694038, 11.657900601762769, 0.7071398780493154, 11.36731955521283, -1.2549735654423102, 11.754760950612749, 1.1976682389222217, 11.270459206362851, -1.7455019263152165, 11.851621299462728
2023-05-23_17:21:00.20, 0.09011511772405356, 12.428957226220518, 77.0, 0.547453976293306, 12.226865246066497, -0.36722374084519893, 12.63104920637454, 1.0047928348625585, 12.024773265912476, -0.8245625994144514, 12.833141186528561, 1.462131693431811, 11.822681285758454, -1.2819014579837038, 13.035233166682582
2023-05-23_17:21:01.20, 0.5945846613030881, 13.061057853512466, 77.0, 1.0060041280154053, 12.7769205233178, 0.1831651945907709, 13.345195183707132, 1.4174235947277225, 12.492783193123135, -0.22825427212154625, 13.629332513901797, 1.8288430614400395, 12.208645862928469, -0.6396737388338634, 13.913469844096463
