Timestamp: 2.306, Processing Time: 1.14324s, Total Time: 3.44979s, Avg Processing Time: 1.14324s, Min Processing Time: 1.14324s, Max Processing Time: 1.14324s
Timestamp: 4.322, Processing Time: 0.83311s, Total Time: 5.15616s, Avg Processing Time: 0.988174s, Min Processing Time: 0.83311s, Max Processing Time: 1.14324s
Timestamp: 6.305, Processing Time: 0.958856s, Total Time: 7.26435s, Avg Processing Time: 0.978402s, Min Processing Time: 0.83311s, Max Processing Time: 1.14324s
Timestamp: 8.306, Processing Time: 1.13131s, Total Time: 9.43792s, Avg Processing Time: 1.01663s, Min Processing Time: 0.83311s, Max Processing Time: 1.14324s
Timestamp: 10.307, Processing Time: 0.901829s, Total Time: 11.2095s, Avg Processing Time: 0.993669s, Min Processing Time: 0.83311s, Max Processing Time: 1.14324s
Timestamp: 12.312, Processing Time: 1.16656s, Total Time: 13.4794s, Avg Processing Time: 1.02248s, Min Processing Time: 0.83311s, Max Processing Time: 1.16656s
Timestamp: 14.306, Processing Time: 0.944569s, Total Time: 15.2672s, Avg Processing Time: 1.01135s, Min Processing Time: 0.83311s, Max Processing Time: 1.16656s
Timestamp: 16.305, Processing Time: 1.51317s, Total Time: 17.8185s, Avg Processing Time: 1.07408s, Min Processing Time: 0.83311s, Max Processing Time: 1.51317s
Timestamp: 18.314, Processing Time: 1.33296s, Total Time: 19.6479s, Avg Processing Time: 1.10284s, Min Processing Time: 0.83311s, Max Processing Time: 1.51317s
Timestamp: 20.312, Processing Time: 1.31233s, Total Time: 21.6251s, Avg Processing Time: 1.12379s, Min Processing Time: 0.83311s, Max Processing Time: 1.51317s
Timestamp: 22.315, Processing Time: 1.28457s, Total Time: 23.6002s, Avg Processing Time: 1.13841s, Min Processing Time: 0.83311s, Max Processing Time: 1.51317s
Timestamp: 24.307, Processing Time: 1.24945s, Total Time: 25.5569s, Avg Processing Time: 1.14766s, Min Processing Time: 0.83311s, Max Processing Time: 1.51317s
Timestamp: 26.309, Processing Time: 1.57349s, Total Time: 27.8827s, Avg Processing Time: 1.18042s, Min Processing Time: 0.83311s, Max Processing Time: 1.57349s
Timestamp: 28.315, Processing Time: 1.07017s, Total Time: 29.3856s, Avg Processing Time: 1.17254s, Min Processing Time: 0.83311s, Max Processing Time: 1.57349s
Timestamp: 30.311, Processing Time: 1.33158s, Total Time: 31.6431s, Avg Processing Time: 1.18315s, Min Processing Time: 0.83311s, Max Processing Time: 1.57349s
Timestamp: 32.307, Processing Time: 1.40311s, Total Time: 33.7112s, Avg Processing Time: 1.19689s, Min Processing Time: 0.83311s, Max Processing Time: 1.57349s
Timestamp: 34.31, Processing Time: 2.35327s, Total Time: 36.6638s, Avg Processing Time: 1.26492s, Min Processing Time: 0.83311s, Max Processing Time: 2.35327s
Timestamp: 36.309, Processing Time: 1.29298s, Total Time: 37.9584s, Avg Processing Time: 1.26647s, Min Processing Time: 0.83311s, Max Processing Time: 2.35327s
Timestamp: 38.307, Processing Time: 1.15418s, Total Time: 39.4614s, Avg Processing Time: 1.26056s, Min Processing Time: 0.83311s, Max Processing Time: 2.35327s
Timestamp: 40.303, Processing Time: 1.24609s, Total Time: 41.5498s, Avg Processing Time: 1.25984s, Min Processing Time: 0.83311s, Max Processing Time: 2.35327s
Timestamp: 42.307, Processing Time: 1.36572s, Total Time: 43.6737s, Avg Processing Time: 1.26488s, Min Processing Time: 0.83311s, Max Processing Time: 2.35327s
