0.35,34.90731142,-120.447991436667,0
0.354,34.9072458666667,-120.447995166667,0
0.357,34.9072461433333,-120.447995823333,0
0.359,34.9072465816667,-120.447996108333,0
0.362,34.9072468933333,-120.447996085,0
0.365,34.90724888,-120.447996305,0
0.367,34.90724987,-120.447997586667,0
0.369,34.9072531283333,-120.447998556667,0
0.372,34.907262085,-120.448003021667,0
0.375,34.90727075,-120.44799698,0
0.378,34.907270955,-120.447995766667,0
2.306,34.9072710683333,-120.447997085,0
4.322,34.9072718433333,-120.448002791667,0
6.305,34.9072750266667,-120.448012108333,0
8.306,34.907284435,-120.44802619,0
10.307,34.9072982116667,-120.448034463333,0
12.312,34.9073164366667,-120.44803779,0
14.306,34.9073347516667,-120.448038831667,0
16.305,34.9073543233333,-120.44803826,0
18.314,34.9073741383333,-120.448037751667,0
20.312,34.90739386,-120.448038951667,0
22.315,34.9074125,-120.44804313,0
24.307,34.90742644,-120.448046996667,0
26.309,34.9074329166667,-120.4480437,0
28.315,34.9074310016667,-120.448040203333,0
30.311,34.9074192383333,-120.448032865,0
32.307,34.9074015383333,-120.448029795,0
34.31,34.9073822366667,-120.448028218333,0
36.309,34.9073613466667,-120.44802772,0
38.307,34.907339915,-120.448025941667,0
40.303,34.9073190466667,-120.448023178333,0
42.307,34.9072998433333,-120.448017901667,0
