False	15	22.5	1924.5
False	15	354.640625	1786.75
False	15	356.046875	1782.75
False	15	357.390625	1789.75
False	15	358.8125	1777.0
False	15	0.15625	1774.5
False	15	1.546875	1775.0
False	15	2.9375	1790.75
False	15	4.3125	1784.75
False	15	5.640625	1792.75
False	15	7.0625	1795.0
False	15	8.375	1798.5
False	15	9.765625	1805.5
False	15	11.171875	1810.0
False	15	12.5	1827.25
False	15	13.875	1836.0
False	15	15.296875	1841.25
False	15	16.640625	1850.0
False	15	17.984375	1866.0
False	15	19.40625	1884.25
False	15	20.734375	1901.25
False	15	22.109375	1919.75
False	15	23.5	1938.5
False	15	24.859375	1963.5
False	15	26.21875	1979.0
False	15	27.59375	1921.5
False	15	28.96875	1945.75
False	15	30.328125	1964.0
False	10	31.734375	1985.0
False	15	33.046875	2118.75
False	15	34.421875	2150.0
False	15	35.796875	2191.5
False	15	37.1875	2229.0
False	15	38.515625	2279.5
False	15	39.890625	2317.75
False	15	41.25	2359.5
False	15	42.609375	2413.5
False	15	43.96875	2474.5
False	15	45.34375	2524.5
False	15	46.6875	2578.0
False	15	48.046875	2665.5
False	15	49.453125	2733.0
False	15	50.75	2974.5
False	15	52.203125	2676.75
False	15	53.5625	2639.75
False	15	54.953125	2589.0
False	15	56.34375	2538.75
False	15	57.734375	2514.5
False	15	59.171875	2462.75
False	15	60.59375	2438.75
False	15	61.96875	2394.25
False	15	63.328125	2374.5
False	15	64.71875	2334.25
False	15	66.125	2320.25
False	15	67.484375	2300.25
False	15	68.90625	2267.5
False	15	70.28125	2254.0
False	15	71.671875	2232.75
False	15	73.046875	2218.25
False	15	74.4375	2211.0
False	15	75.796875	2179.75
False	15	77.1875	2172.75
False	15	78.59375	2154.25
False	15	79.953125	2149.25
False	15	81.359375	2142.0
False	15	82.734375	2132.5
False	15	84.109375	2121.75
False	15	85.515625	2118.0
False	15	86.890625	2115.5
False	15	88.28125	2105.75
False	15	89.625	2112.75
False	15	91.0	2114.0
False	15	92.390625	2116.0
False	15	93.796875	2114.25
False	15	95.1875	2118.75
False	15	96.515625	2119.75
False	15	97.90625	2125.5
False	15	99.296875	2128.75
False	15	100.6875	2133.25
False	15	102.03125	2201.25
False	15	103.421875	2201.25
False	15	104.796875	2246.0
False	15	106.1875	2256.25
False	15	107.546875	2275.25
False	14	108.953125	2287.0
False	15	110.34375	2293.25
False	15	111.6875	2295.75
False	15	113.046875	2327.25
False	15	114.4375	2347.75
False	15	115.828125	2372.25
False	15	117.1875	2416.0
False	14	118.546875	2450.5
False	15	119.921875	2475.0
False	15	121.296875	2474.5
False	15	122.6875	2374.0
False	15	124.140625	2294.25
False	15	125.515625	2215.5
False	15	126.921875	2143.75
False	15	128.3125	2068.0
False	15	129.71875	2013.25
False	15	131.140625	1950.0
False	15	132.546875	1896.5
False	15	133.96875	1847.75
False	15	135.359375	1805.5
False	15	136.765625	1763.25
False	15	138.203125	1721.5
False	15	139.578125	1684.0
False	15	140.953125	1644.5
False	15	142.359375	1616.25
False	15	143.765625	1583.0
False	15	145.1875	1556.25
False	15	146.53125	1533.5
False	15	149.375	617.0
False	15	150.71875	606.5
False	15	152.09375	599.0
False	15	153.71875	592.25
False	15	155.0	582.25
False	15	156.453125	577.0
False	15	157.8125	571.75
False	15	159.40625	565.5
False	15	160.640625	559.0
False	15	162.21875	555.25
False	15	163.59375	549.75
False	15	164.828125	547.75
False	15	166.5	542.5
False	15	167.703125	539.75
False	15	169.171875	538.0
False	15	170.484375	534.75
False	15	171.890625	532.5
False	15	173.453125	530.25
False	15	174.6875	531.25
False	15	176.125	527.5
False	15	177.578125	527.25
False	15	178.890625	525.25
False	15	180.171875	525.75
False	15	181.671875	525.0
False	15	183.078125	526.0
False	15	184.515625	527.25
False	15	185.734375	527.75
False	15	187.1875	529.75
False	15	188.625	530.75
False	15	190.109375	532.0
False	15	191.328125	535.0
False	15	192.5625	538.5
False	15	194.125	537.75
False	15	195.59375	541.5
False	15	196.890625	546.5
False	15	198.140625	549.75
False	15	199.53125	553.0
False	15	200.90625	558.75
False	15	202.1875	565.0
False	15	203.734375	571.75
False	15	204.984375	575.5
False	0	211.875	0.0
False	0	213.265625	0.0
False	0	214.5	0.0
False	15	210.5	602.75
False	15	211.828125	613.0
False	15	213.109375	619.5
False	15	214.390625	632.5
False	10	219.734375	242.0
False	15	217.296875	650.5
False	15	218.53125	663.75
False	15	219.828125	675.25
False	0	227.125	0.0
False	15	222.484375	702.5
False	15	223.96875	718.25
False	15	225.21875	734.75
False	15	226.671875	750.0
False	15	228.046875	767.0
False	15	229.25	787.0
False	14	230.625	810.75
False	15	232.03125	834.25
False	15	233.328125	855.0
False	15	234.671875	884.5
False	15	235.890625	914.75
False	15	237.328125	948.75
False	15	238.6875	983.25
False	15	240.0	1029.75
False	15	241.234375	1061.75
False	15	242.640625	1111.0
False	15	243.90625	1163.5
False	15	245.234375	1215.5
False	15	246.546875	1276.75
False	0	254.84375	0.0
False	0	256.234375	0.0
False	0	257.625	0.0
False	15	252.109375	1281.0
False	15	253.546875	1199.75
False	0	261.765625	0.0
False	15	256.046875	1677.5
False	15	257.375	1678.25
False	15	258.75	1686.5
False	15	260.15625	1694.75
False	15	268.703125	0.0
False	15	270.078125	0.0
False	15	263.96875	2892.0
False	15	265.34375	2877.25
False	15	266.75	2874.75
False	15	268.140625	2875.5
False	15	269.515625	2864.75
False	15	270.90625	2864.0
False	15	272.265625	2869.5
False	15	273.640625	2860.25
False	15	274.9375	2872.5
False	15	276.296875	2877.25
False	15	277.6875	2892.75
False	15	279.0625	2896.75
False	15	280.453125	2904.5
False	15	281.8125	2919.0
False	15	283.203125	2935.0
False	15	284.578125	2959.5
False	15	285.96875	2966.0
False	15	287.3125	2996.25
False	15	288.703125	3003.75
False	15	290.0625	3029.5
False	15	291.453125	3052.0
False	15	292.828125	3083.75
False	15	294.1875	3112.75
False	15	295.578125	3136.5
False	15	296.9375	3177.75
False	15	298.328125	3228.75
False	15	299.71875	3270.5
False	15	301.078125	3333.0
False	15	302.46875	3363.5
False	15	303.859375	3266.5
False	15	305.25	3126.5
False	15	306.65625	3038.0
False	15	308.03125	2949.75
False	15	309.46875	2859.25
False	15	310.84375	2772.25
False	15	312.25	2700.5
False	15	313.625	2599.75
False	15	315.015625	2554.25
False	0	323.828125	0.0
False	0	325.203125	0.0
False	9	319.25	2271.25
False	15	320.59375	2326.75
False	15	322.0	2288.0
False	15	323.359375	2248.0
False	15	324.765625	2191.5
False	15	326.140625	2156.5
False	15	327.5625	2130.75
False	15	328.9375	2095.25
False	15	330.3125	2063.0
False	15	331.71875	2037.5
False	15	333.125	2013.5
False	15	334.5	1977.25
False	15	335.90625	1962.75
False	15	337.265625	1936.5
False	15	338.671875	1922.75
False	15	340.046875	1901.5
False	15	341.421875	1882.75
False	15	342.8125	1866.5
False	15	344.21875	1858.0
False	15	345.609375	1842.25
False	15	346.953125	1835.25
False	15	348.296875	1818.75
False	15	349.703125	1808.5
True	15	351.0625	1804.0
False	15	352.46875	1800.5
False	15	353.828125	1797.25
False	15	355.21875	1791.75
False	15	356.625	1784.75
False	15	357.984375	1783.0
False	15	359.34375	1780.75
False	15	0.703125	1783.75
False	15	2.109375	1782.75
False	15	3.46875	1791.5
False	15	4.828125	1791.25
False	15	6.234375	1796.0
False	15	7.625	1796.5
False	15	9.0	1806.25
False	15	10.359375	1804.5
False	15	11.703125	1809.5
